849105609,Dark+Ga%C3%AFa,15672,1148,478,1
3534158,Kenzo139,15039,3945944,108,368
849006914,walou532,,1114,479,1
848936177,marsiud,11887,459009,268,76
849103126,luciole0886,15624,1361,472,1
3525673,nene194,15672,1033,485,1
849082486,Imer19,6369,410388,278,43
849016837,Nainkapable,15359,3947,443,2
4895054,pastisricard,10229,404799,281,35
849096983,Strobopop,,221,499,1
849105532,Clepent,,175,501,1
3222309,bissaquine,15593,295828,294,29
1470129,Saint+Achille+Akhilleus,10229,80325,353,8
849101693,Solivagant,,65121,373,6
1425420,gina55,15679,1716,457,1
849105457,Domantoine,15600,1046,484,1
4645712,steve.0,15207,2471002,145,184
848946367,benuche35,15274,246018,310,31
4082924,diego3,15672,1005,486,1
3935316,Lutti389,15672,1150,477,1
849087650,Colr0,6369,83060,349,11
849094979,Jaemsdu82370,6369,35259,388,3
848985825,miltiade68,15672,72103,362,9
849081800,Luxurius,15600,3692,445,1
849100742,Ghost11,,1614,461,1
1393972,IMITH,4629,2212671,155,208
849020486,COCO61,,1091,481,1
119662,thyn,15672,1339,473,1
849070442,solei,4220,16631,410,3
849096898,alex36130,6369,2180,452,1
849101797,Gedeon29,15624,9175,423,3
4416740,JAILOO,6369,11977,415,3
849100560,BENzo,2797,177074,320,16
849093968,Moops,,0,504,0
4883879,toctoc,,1070,482,1
1886309,Lapo%C3%A9l%C3%A9sos,15521,484405,263,41
849052465,Baraka76,15588,90326,344,9
195585,philou62,4629,5181488,79,384
849098926,Justine,6369,40766,386,7
849004488,Adriana,15672,7120,428,3
3225221,Gusgui27,15672,1637,459,1
849095646,Hake,,5199,434,1
849103149,jacknapadi,11887,5521,431,1
849096451,Rimka,,1269,474,1
4247039,jijitobaba,14939,228,495,1
849104192,Kenpachi449,15672,781,491,1
849100749,Darksnows2507,6369,4180,440,2
849084709,Samsam,15589,27913,396,5
4169431,boccarossa06,2547,440608,274,44
849080538,Minifreee23,15672,1106,480,1
849054970,Scribe,6369,12550,414,3
849097062,MJseven,625,544,492,1
849104046,Milton,6369,1374,471,1
849103794,Shyarlie+Enora,15667,35256,389,5
1059963,KFAB57,4629,5535768,72,410
1867727,coup-mouss,11534,4996553,86,365
4462566,gros1919,15672,4114,442,1
849057586,maximus91120,15600,1539,465,1
848974615,Wano+Kuni,2547,84223,347,8
1842266,Touifi,15548,357592,284,34
849100862,Lempicka-4,2568,4145,441,1
849057623,canard29870,6369,1424,470,1
1320435,Hiram+Abif,13109,250,494,1
788545,germaine136,2547,6854905,57,519
849102187,centurion02,11887,1797,455,1
37071,rococo,15581,41622,385,6
4812071,oppac,15465,264563,303,23
77121,helevi,,1254,475,1
849102465,ditexolop,15665,67382,369,12
4918537,HellRaiserT,15672,7197,427,3
4820234,caeron,,854,489,1
849079470,mans31,6369,133089,332,11
849104896,saphotest4,2568,175,503,1
849039453,frederic94,,1179,476,1
849102526,DeL-Ba,15359,11760,416,2
848938194,marcob1,15525,82296,350,6
849096521,zenit031,14655,19805,404,4
848925236,CYRNEA,,514,493,1
849054182,Blakyllex,,4319,439,2
849104746,lkhlgkjgkgkjglh,15600,1745,456,1
3443166,NWAWS,15660,58640,376,10
849096570,rico011,14655,19689,405,4
849054895,kiezer,6369,74863,361,8
849094802,Espadon+Fougueux,15624,33810,391,3
1942137,Wohjing,4963,8039102,35,589
722826,miles438,4629,5364430,77,394
849095675,Lord+BabSa,15672,1676,458,1
1542840,henrick69,15359,12565,413,4
849103435,Sans,,5555,430,1
849100743,Manaim,15655,17534,407,4
849033011,lutsu,15654,4612,436,2
849061643,-hpfer-,15576,62032,374,5
849003182,Clade10,6369,150147,325,15
848985403,Sakura1,15672,1471,467,1
2564622,drattoc,7613,343466,287,29
4914563,ingridia,15672,5487,432,1
848921471,jlbb,,969,487,1
849104179,Guildebruck,6369,3057,447,1
4777266,Eniotna,15672,1050,483,1
849103668,Anthony+2026,15672,9326,422,2
849105607,guest-998f6f759c13438385,,175,502,1
849103481,Izukum,,2739,448,1
849093988,Pri0xx,625,1597,463,1
849104203,cosette,15672,3121,446,1
849049994,Mousquiz,15672,1434,469,1
849085582,derbantin,15521,276960,300,25
849100069,Rayanbrh,,2609,449,1
849103804,Xelion,,223,496,1
3028231,DarkWols92,,222,497,1
849105069,Fredo444,4220,211,500,1
849104275,Maleniiaa,15675,5169,435,2
849052930,eric+9865,7613,7566,426,2
849048602,Sebio,6369,81310,352,9
3996065,Ktek,15672,39057,387,4
849023877,Alf2010,7613,8572,425,2
683056,fouding,4629,304377,290,34
335335,taxi72009,469,4840417,88,424
4081018,pataplouf33,15672,1584,464,1
920053,CIRE72,,11977461,12,876
849045316,Nevilli,15624,120265,336,14
3745681,Kotani,15664,66239,370,8
2567659,rachon333,15359,42712,384,6
849104279,ItsSeokjinn,15675,2500,450,1
848891892,Mocen,2797,8873,424,2
849001395,LordBananas,2568,144985,327,15
1013305,vicky2000,15545,69154,365,12
849095220,Arrow,625,221946,314,23
849102483,Kenshicarus,15359,135089,331,15
849085513,watsolmes,15521,178352,319,21
849082762,esisteban,15521,297502,293,28
849097642,Larmurier,15589,4562,437,2
849101386,V%C3%A9g%C3%A9ta89,15359,21604,401,4
109430,Cinthus,15677,7418302,47,543
4657385,BrEwArDe,625,5105358,84,463
849054056,Britanian,4629,1908012,170,141
